area,bedrooms,bathrooms,stories,parking,furnishingstatus,logprice,mainroadbin,guest_room,nbasement,hot_waterheating,air_conditioning,pref_area
4120,2,1,2,0,0,15.027451531939388,1,0,0,0,0,0
4750,2,1,1,0,0,15.027451531939388,1,0,0,0,0,0
3720,2,1,1,0,0,15.027451531939388,0,0,0,0,1,0
3750,3,1,1,0,0,15.027451531939388,1,0,0,0,0,0
3100,3,1,2,0,1,15.027451531939388,0,0,1,0,0,0
3185,2,1,1,2,2,15.027451531939388,1,0,1,0,0,0
2700,3,1,1,0,2,15.025366025448365,0,0,0,0,0,0
2145,3,1,2,0,2,15.01908328226887,1,0,1,0,0,1
4040,2,1,1,1,0,15.016980232072092,1,0,0,0,0,0
4775,4,1,2,0,0,15.016980232072092,1,0,0,0,0,0
2500,2,1,1,0,0,15.006398122741555,0,0,0,0,1,0
3180,4,1,2,0,0,15.006398122741555,1,0,1,0,1,0
6060,3,1,1,0,2,15.006398122741555,1,1,1,0,0,0
3480,4,1,2,1,1,15.006398122741555,0,0,0,0,0,0
3792,4,1,2,0,1,15.006398122741555,1,0,0,0,0,0
4040,2,1,1,0,0,15.006398122741555,1,0,0,0,0,0
2145,3,1,2,0,2,15.006398122741555,1,0,1,0,0,1
5880,3,1,1,1,0,15.006398122741555,1,0,0,0,0,0
4500,2,1,1,0,1,14.995702833624806,0,0,0,0,0,0
3930,2,1,1,0,0,14.995702833624806,0,0,0,0,0,0
3640,4,1,2,0,0,14.989230319119189,1,0,1,0,0,0
4370,3,1,2,0,0,14.98489191752059,1,0,0,0,0,0
2684,2,1,1,1,0,14.98489191752059,1,0,0,0,1,0
4320,3,1,1,1,0,14.98489191752059,0,0,0,0,0,0
3120,3,1,2,0,2,14.98489191752059,0,0,0,0,0,0
3450,1,1,1,0,2,14.962913010801817,1,0,0,0,0,0
3986,2,2,1,1,0,14.962913010801817,0,1,1,0,0,0
3500,2,1,1,0,1,14.962913010801817,0,0,1,0,0,0
4095,2,1,1,2,1,14.962913010801817,1,0,0,0,0,0
1650,3,1,2,0,0,14.962913010801817,0,0,1,0,0,0
3450,3,1,2,0,1,14.962913010801817,1,0,1,0,0,0
6750,2,1,1,0,1,14.962913010801817,1,0,0,0,0,0
9000,3,1,2,2,1,14.962913010801817,1,0,0,0,0,0
3069,2,1,1,1,0,14.962913010801817,1,0,0,0,0,0
4500,3,1,2,0,0,14.960688315779704,1,0,0,0,1,0
5495,3,1,1,0,0,14.95622402265102,1,0,1,0,0,0
2398,3,1,1,0,1,14.952974902096178,1,0,0,0,0,1
3000,3,1,1,0,0,14.951739710203691,0,0,0,0,1,0
3850,3,1,2,0,0,14.951739710203691,1,0,0,0,0,0
3500,2,1,1,0,0,14.951739710203691,1,0,0,0,0,0
8100,2,1,1,1,0,14.942710303484297,1,0,0,0,0,0
4960,2,1,1,0,0,14.940440154949757,1,0,1,0,1,0
2160,3,1,2,0,1,14.940440154949757,0,0,1,0,0,0
3090,2,1,1,0,0,14.940440154949757,1,1,1,0,0,0
4500,2,1,2,1,1,14.940440154949757,1,0,0,1,0,0
3800,2,1,1,0,0,14.929011459126134,1,0,0,0,0,0
3090,3,1,2,0,1,14.917450636725059,0,0,0,0,0,0
3240,3,1,2,2,1,14.917450636725059,1,0,0,0,0,0
2835,2,1,1,0,1,14.917450636725059,1,0,0,0,0,0
4600,2,1,1,0,2,14.917450636725059,1,0,0,0,0,0
5076,3,1,1,0,0,14.917450636725059,0,0,0,0,0,0
3750,3,1,2,0,0,14.917450636725059,1,0,0,0,0,0
3630,4,1,2,3,1,14.917450636725059,1,0,0,0,0,0
8050,2,1,1,0,0,14.915122346965468,1,0,0,0,0,0
4352,4,1,2,1,0,14.905754596961867,0,0,0,0,0,0
3000,2,1,2,0,1,14.901037607083728,1,0,0,0,0,0
5850,3,1,2,1,0,14.893920139314865,1,0,1,0,0,0
4960,2,1,1,0,0,14.893920139314865,1,0,0,0,0,0
3600,3,1,2,1,0,14.893920139314865,0,0,0,0,0,0
3660,4,1,2,0,0,14.893920139314865,0,0,0,0,0,0
3480,3,1,2,1,1,14.893920139314865,0,0,0,0,0,0
2700,2,1,1,0,2,14.893920139314865,0,0,0,0,0,0
3150,3,1,2,0,0,14.893920139314865,0,0,0,0,0,0
6615,3,1,2,0,1,14.893920139314865,1,0,0,0,0,0
3040,2,1,1,0,0,14.869822587735804,0,0,0,0,0,0
3630,2,1,1,0,0,14.869822587735804,1,0,0,0,0,0
6000,2,1,1,0,1,14.869822587735804,1,0,0,0,0,0
5400,4,1,2,0,0,14.869822587735804,1,0,0,0,0,0
5200,4,1,3,0,0,14.863706360718368,1,0,0,0,0,0
3300,3,1,2,1,1,14.85755249514399,0,0,0,0,0,0
4350,3,1,2,1,0,14.85755249514399,0,0,0,1,0,0
2640,2,1,1,1,2,14.85755249514399,0,0,0,0,0,0
2650,3,1,2,1,0,14.845129975145433,1,0,1,0,0,0
3960,3,1,1,0,2,14.845129975145433,1,0,0,0,0,0
6800,2,1,1,0,0,14.819812167161142,1,0,0,0,0,0
4000,3,1,2,1,0,14.819812167161142,1,0,0,0,0,0
4000,2,1,1,0,0,14.806908762325234,1,0,0,0,0,0
3934,2,1,1,0,0,14.793836680757881,1,0,0,0,0,0
2000,2,1,2,0,1,14.793836680757881,1,0,0,0,0,0
3630,3,3,2,0,0,14.793836680757881,0,1,0,0,0,0
2800,3,1,1,0,0,14.793836680757881,1,0,0,0,0,0
2430,3,1,1,0,0,14.793836680757881,0,0,0,0,0,0
3480,2,1,1,1,1,14.793836680757881,1,0,0,0,0,0
4000,3,1,1,0,1,14.793836680757881,1,0,0,0,0,0
3185,2,1,1,0,0,14.791201633119877,1,0,0,0,1,0
4000,3,1,2,0,0,14.791201633119877,1,0,0,0,1,0
2910,2,1,1,0,0,14.772559282310597,0,0,0,0,0,0
3600,2,1,1,0,0,14.767168433675721,1,0,0,0,0,0
4400,2,1,1,0,0,14.767168433675721,1,0,0,0,0,0
3600,2,2,2,1,2,14.767168433675721,1,0,1,0,0,0
2880,3,1,1,0,0,14.739769459487606,0,0,0,0,0,0
3180,3,1,1,0,0,14.739769459487606,0,0,0,0,0,0
3000,2,1,2,0,2,14.739769459487606,1,0,0,0,0,0
4400,3,1,2,0,0,14.725783217512866,1,0,0,0,0,0
3000,3,1,2,0,1,14.725783217512866,0,0,0,0,0,0
3210,3,1,2,0,0,14.71159858252091,1,0,1,0,0,0
3240,2,1,1,1,0,14.71159858252091,0,1,0,0,0,0
3000,2,1,1,1,0,14.71159858252091,1,0,0,0,0,0
3500,2,1,1,0,0,14.71159858252091,1,1,0,0,0,0
4840,2,1,2,0,0,14.71159858252091,1,0,0,0,0,0
7700,2,1,1,0,0,14.71159858252091,1,0,0,0,0,0
3635,2,1,1,0,0,14.694307085410848,0,0,0,0,0,0
2475,3,1,2,0,2,14.682611045647658,1,0,0,0,0,0
2787,4,2,2,0,2,14.682611045647658,1,0,0,0,0,0
3264,2,1,1,0,0,14.682611045647658,1,0,0,0,0,0
3640,2,1,1,0,0,14.667795959862516,1,0,0,0,0,0
3180,2,1,1,0,0,14.652758082497977,1,0,0,0,0,0
1836,2,1,1,0,1,14.637490610367188,0,0,1,0,0,0
3970,1,1,1,0,0,14.637490610367188,0,0,0,0,0,0
3970,3,1,2,0,0,14.637490610367188,1,0,1,0,0,0
1950,3,1,1,0,0,14.621986423831222,0,0,0,1,0,0
5300,3,1,1,0,0,14.618856530822296,0,0,0,0,1,1
3000,2,1,1,0,0,14.573977204644862,0,0,0,0,0,0
2400,3,1,2,0,0,14.557447902693651,1,0,0,0,0,0
3000,4,1,2,0,0,14.557447902693651,1,0,0,0,0,0
3360,2,1,1,1,0,14.557447902693651,1,0,0,0,0,0
3420,5,1,2,0,0,14.4884550312067,0,0,0,0,0,0
1700,3,1,2,0,0,14.452087387035824,1,0,0,0,0,0
3649,2,1,1,0,0,14.452087387035824,1,0,0,0,0,0
2990,2,1,1,1,0,14.433395254023672,0,0,0,0,0,0
3000,2,1,1,2,0,14.414347059052979,1,0,1,0,0,0
2400,3,1,1,0,1,14.384878637342375,0,0,0,0,0,0
3620,2,1,1,0,0,14.375126345899696,1,0,0,0,0,0
2910,3,1,1,0,2,14.375126345899696,0,0,0,0,0,0
3850,3,1,2,0,0,14.375126345899696,1,0,0,0,0,0
